88576,1,2.5649,0.0000,3,9,1523,2,0.002564103,0.002564103,0.156410256,0.258974359,0.002564103,0.002564103,0.387179487,0.002564103,0.182051282,0.002564103,1
88581,0,3.1355,0.6931,0,5,0,0,0.002631579,0.344736842,0.002631579,0.107894737,0.002631579,0.002631579,0.002631579,0.134210526,0.081578947,0.318421053,0
88582,1,7.9452,4.1109,0,0,682,3,0.001538462,0.155384615,0.001538462,0.001538462,0.001538462,0.309230769,0.047692308,0.063076923,0.416923077,0.001538462,1
88587,0,0.0000,0.0000,1,1,0,0,0.00106383,0.00106383,0.107446809,0.00106383,0.65,0.011702128,0.054255319,0.00106383,0.171276596,0.00106383,0
88588,0,4.3694,1.0986,3,6,0,0,0.004347826,0.004347826,0.004347826,0.134782609,0.004347826,0.004347826,0.004347826,0.004347826,0.830434783,0.004347826,0
88589,4,6.5482,2.1972,0,0,333,0,0.001351351,0.717567568,0.001351351,0.041891892,0.001351351,0.001351351,0.001351351,0.001351351,0.231081081,0.001351351,1
88592,0,0.0000,0.0000,0,2,0,0,0.002173913,0.132608696,0.002173913,0.045652174,0.002173913,0.545652174,0.002173913,0.002173913,0.263043478,0.002173913,0
88595,0,7.5137,3.5264,0,0,0,0,0.001333333,0.001333333,0.001333333,0.148,0.001333333,0.014666667,0.001333333,0.041333333,0.361333333,0.428,1
88598,0,9.3023,5.3566,0,1,0,0,0.010679612,0.000970874,0.000970874,0.000970874,0.000970874,0.127184466,0.059223301,0.000970874,0.136893204,0.661165049,1
88601,0,0.0000,0.0000,5,6,0,0,0.004761905,0.528571429,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.290476191,0.147619048,0
88605,0,0.0000,0.0000,3,3,0,0,0.003703704,0.003703704,0.003703704,0.003703704,0.707407407,0.003703704,0.077777778,0.003703704,0.188888889,0.003703704,0
88607,2,2.3979,0.0000,0,0,290,1,0.001111111,0.49,0.034444444,0.001111111,0.267777778,0.001111111,0.067777778,0.001111111,0.134444444,0.001111111,0
88608,1,5.9738,2.7081,1,2,417,1,0.062886598,0.001030928,0.124742268,0.001030928,0.001030928,0.48556701,0.186597938,0.001030928,0.135051546,0.001030928,0
88609,1,4.5951,1.7918,0,2,1396,0,0.627966102,0.000847458,0.000847458,0.000847458,0.026271186,0.000847458,0.000847458,0.043220339,0.08559322,0.212711864,1
88611,0,5.8021,2.5649,1,4,0,0,0.025581395,0.467441861,0.002325581,0.002325581,0.002325581,0.327906977,0.002325581,0.002325581,0.072093023,0.095348837,1
88612,1,6.5043,3.4340,0,0,52,1,0.002083333,0.627083333,0.022916667,0.002083333,0.064583333,0.002083333,0.002083333,0.189583333,0.085416667,0.002083333,1
88614,1,3.7136,0.0000,0,0,1574,1,0.001492537,0.001492537,0.001492537,0.001492537,0.001492537,0.001492537,0.091044776,0.06119403,0.598507463,0.240298508,1
88619,1,4.4188,0.6931,0,0,1248,1,0.001234568,0.001234568,0.001234568,0.186419753,0.001234568,0.001234568,0.075308642,0.161728395,0.001234568,0.569135803,1
88620,0,4.6347,1.3863,1,2,0,0,0.056363636,0.238181818,0.001818182,0.001818182,0.129090909,0.001818182,0.001818182,0.22,0.292727273,0.056363636,0
88621,2,4.4427,1.6094,0,0,394,0,0.114814815,0.003703704,0.003703704,0.225925926,0.485185185,0.077777778,0.077777778,0.003703704,0.003703704,0.003703704,1
88623,1,5.5413,1.9459,0,0,192,4,0.002941177,0.179411765,0.002941177,0.267647059,0.002941177,0.002941177,0.002941177,0.002941177,0.061764706,0.473529412,0
88624,3,7.4483,4.1589,1,2,1705,2,0.001612903,0.001612903,0.001612903,0.227419355,0.001612903,0.098387097,0.001612903,0.340322581,0.291935484,0.033870968,1
88627,1,5.5722,2.0794,0,0,1126,0,0.001754386,0.019298246,0.071929825,0.773684211,0.019298246,0.001754386,0.001754386,0.001754386,0.107017544,0.001754386,1
88630,0,4.8283,1.3863,1,4,0,0,0.2984375,0.0015625,0.0015625,0.0171875,0.0015625,0.1734375,0.0015625,0.0015625,0.5015625,0.0015625,1
88632,3,5.0304,2.1972,1,2,164,1,0.01,0.41,0.11,0.01,0.01,0.41,0.01,0.01,0.01,0.01,0
88635,0,0.0000,0.0000,0,2,0,0,0.003703704,0.003703704,0.003703704,0.003703704,0.633333333,0.003703704,0.003703704,0.003703704,0.337037037,0.003703704,0
88640,2,8.6679,4.8675,0,0,1395,1,0.005555556,0.838888889,0.005555556,0.061111111,0.005555556,0.005555556,0.005555556,0.005555556,0.061111111,0.005555556,1
88643,2,8.9359,4.8828,0,2,685,7,0.06119403,0.165671642,0.165671642,0.105970149,0.001492537,0.434328358,0.001492537,0.001492537,0.06119403,0.001492537,0
88645,0,6.3368,2.7726,0,1,0,0,0.163513514,0.122972973,0.001351351,0.014864865,0.001351351,0.014864865,0.001351351,0.001351351,0.10945946,0.568918919,1
88648,0,5.5568,2.3026,2,3,0,0,0.02244898,0.002040816,0.002040816,0.430612245,0.002040816,0.042857143,0.002040816,0.002040816,0.144897959,0.348979592,1
88650,1,4.5951,1.7918,1,2,441,0,0.0775,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,0.4775,0.1525,0.2775,1
88655,0,2.3979,0.0000,0,0,0,0,0.001265823,0.001265823,0.001265823,0.267088608,0.381012658,0.001265823,0.001265823,0.013924051,0.330379747,0.001265823,1
88658,2,7.0220,4.1744,1,3,831,0,0.001219512,0.245121951,0.257317073,0.001219512,0.001219512,0.184146342,0.074390244,0.074390244,0.074390244,0.086585366,0
88659,3,5.1417,0.6931,4,10,1377,5,0.00131579,0.159210526,0.119736842,0.027631579,0.067105263,0.00131579,0.488157895,0.106578947,0.027631579,0.00131579,1
88660,1,6.2577,2.7081,0,2,145,2,0.262,0.062,0.002,0.002,0.002,0.282,0.162,0.002,0.222,0.002,1
88666,1,3.7136,1.6094,1,2,163,3,0.004347826,0.265217391,0.22173913,0.004347826,0.004347826,0.004347826,0.482608696,0.004347826,0.004347826,0.004347826,1
88670,0,0.0000,0.0000,0,1,0,0,0.001724138,0.001724138,0.001724138,0.001724138,0.036206897,0.001724138,0.329310345,0.001724138,0.622413793,0.001724138,0
88673,0,6.4568,2.8332,0,1,0,0,0.000326797,0.111437909,0.055882353,0.117973856,0.029738562,0.026470588,0.019934641,0.268300654,0.108169935,0.261764706,1
88677,2,8.1676,3.9120,1,2,541,2,0.000961539,0.029807692,0.0875,0.260576923,0.000961539,0.116346154,0.010576923,0.000961539,0.164423077,0.327884615,1
88679,0,0.0000,0.0000,2,3,0,0,0.01,0.11,0.21,0.01,0.01,0.01,0.61,0.01,0.01,0.01,0
88680,0,3.4340,0.6931,3,6,0,0,0.00625,0.00625,0.00625,0.13125,0.06875,0.00625,0.06875,0.56875,0.13125,0.00625,0
88683,0,4.8283,1.3863,2,3,0,0,0.001666667,0.185,0.001666667,0.001666667,0.201666667,0.001666667,0.001666667,0.201666667,0.285,0.118333333,1
88684,0,4.5951,1.7918,1,2,0,0,0.001369863,0.042465753,0.001369863,0.042465753,0.001369863,0.042465753,0.069863014,0.494520548,0.302739726,0.001369863,0
88686,0,0.0000,0.0000,2,5,0,0,0.002439024,0.270731707,0.002439024,0.002439024,0.392682927,0.002439024,0.197560976,0.002439024,0.124390244,0.002439024,0
88687,2,0.0000,0.0000,0,2,147,1,0.001754386,0.177192983,0.615789474,0.107017544,0.001754386,0.001754386,0.001754386,0.071929825,0.019298246,0.001754386,0
88688,0,0.0000,0.0000,2,5,0,0,0.095454546,0.004545455,0.004545455,0.004545455,0.004545455,0.368181818,0.004545455,0.004545455,0.504545455,0.004545455,0
88692,7,0.0000,0.0000,0,0,996,3,0.001,0.001,0.001,0.001,0.001,0.001,0.041,0.071,0.881,0.001,1
88694,1,4.5539,1.6094,1,13,3371,1,0.023404255,0.00212766,0.363829787,0.065957447,0.00212766,0.023404255,0.00212766,0.193617021,0.214893617,0.108510638,1
88698,0,8.6004,4.7362,1,2,0,0,0.001,0.281,0.001,0.151,0.151,0.001,0.001,0.161,0.241,0.011,1
88701,0,2.3979,0.0000,0,0,0,0,0.000980392,0.471568628,0.000980392,0.079411765,0.216666667,0.000980392,0.089215686,0.000980392,0.138235294,0.000980392,1
88703,0,3.7136,0.6931,0,0,0,0,0.003030303,0.154545455,0.003030303,0.033333333,0.003030303,0.003030303,0.033333333,0.093939394,0.66969697,0.003030303,1
88704,0,4.8122,1.9459,0,0,0,0,0.001176471,0.036470588,0.001176471,0.612941177,0.06,0.024705882,0.001176471,0.001176471,0.083529412,0.177647059,1
88705,2,4.7274,1.9459,0,0,550,0,0.004347826,0.004347826,0.004347826,0.569565217,0.004347826,0.004347826,0.004347826,0.004347826,0.395652174,0.004347826,1
88710,2,0.0000,0.0000,0,1,849,0,0.0088,0.0408,0.0648,0.0088,0.2888,0.0008,0.0568,0.0568,0.4568,0.0168,0
88711,2,3.9703,1.3863,0,0,683,0,0.001851852,0.131481482,0.001851852,0.001851852,0.594444444,0.001851852,0.038888889,0.001851852,0.224074074,0.001851852,0
88714,2,8.1733,4.5218,0,4,279,4,0.000735294,0.000735294,0.000735294,0.000735294,0.000735294,0.309558824,0.147794118,0.008088235,0.530147059,0.000735294,1
88715,1,3.1355,0.0000,0,0,1192,1,0.00212766,0.00212766,0.00212766,0.555319149,0.023404255,0.00212766,0.00212766,0.406382979,0.00212766,0.00212766,1
88716,1,3.9703,1.0986,2,5,622,3,0.409565217,0.270434783,0.000869565,0.009565217,0.035652174,0.000869565,0.157391304,0.000869565,0.113913044,0.000869565,0
88718,0,0.0000,0.0000,0,1,0,0,0.001408451,0.001408451,0.071830986,0.114084507,0.015492958,0.057746479,0.226760563,0.452112676,0.057746479,0.001408451,1
88719,1,7.9186,3.9120,0,0,602,2,0.000961539,0.097115385,0.000961539,0.000961539,0.000961539,0.000961539,0.606730769,0.231730769,0.058653846,0.000961539,1
88725,1,7.9161,4.4427,0,0,766,0,0.001587302,0.541269841,0.001587302,0.112698413,0.001587302,0.001587302,0.001587302,0.001587302,0.334920635,0.001587302,1
88728,2,7.8977,4.4659,0,0,1232,7,0.046268657,0.359701493,0.150746269,0.001492537,0.240298508,0.001492537,0.001492537,0.001492537,0.195522388,0.001492537,1
88729,1,3.4965,0.0000,0,0,2904,2,0.479545455,0.025,0.115909091,0.161363636,0.002272727,0.002272727,0.002272727,0.047727273,0.161363636,0.002272727,1
88730,1,6.8533,3.6636,4,7,1964,1,0.10969697,0.097575758,0.000606061,0.37030303,0.000606061,0.291515152,0.000606061,0.012727273,0.115757576,0.000606061,1
88731,0,0.0000,0.0000,0,0,0,0,0.000869565,0.06173913,0.009565217,0.131304348,0.000869565,0.000869565,0.000869565,0.079130435,0.053043478,0.66173913,1
88732,1,5.8889,2.0794,0,2,2771,0,0.001388889,0.1125,0.001388889,0.168055556,0.015277778,0.3625,0.001388889,0.001388889,0.168055556,0.168055556,1
88733,1,7.9732,4.3307,0,0,1904,3,0.012650602,0.030722892,0.006626506,0.223493976,0.00060241,0.00060241,0.362048193,0.181325301,0.181325301,0.00060241,1
88738,0,7.6967,4.3041,0,1,0,0,0.001639344,0.444262295,0.067213115,0.001639344,0.296721312,0.001639344,0.083606557,0.001639344,0.1,0.001639344,0
88739,0,4.2627,0.6931,0,0,0,0,0.002173913,0.002173913,0.002173913,0.480434783,0.002173913,0.002173913,0.023913044,0.089130435,0.393478261,0.002173913,1
88740,5,4.8903,0.6931,1,5,155,2,0.059615385,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.001923077,0.290384615,0.482692308,0.155769231,1
88741,2,6.9460,3.8918,1,3,821,2,0.000540541,0.022162162,0.000540541,0.108648649,0.000540541,0.000540541,0.087027027,0.346486487,0.432972973,0.000540541,1
