88576,1
88581,0
88587,0
88588,0
88592,0
88598,0
88601,0
88605,0
88608,1
88609,1
88611,1
88620,0
88624,1
88630,1
88632,0
88635,1
88643,1
88645,0
88648,0
88650,1
88658,0
88659,1
88660,1
88666,1
88670,0
88673,1
88677,0
88679,1
88680,0
88683,0
88684,1
88686,0
88687,1
88688,0
88694,0
88698,1
88710,1
88714,0
88716,1
88718,0
88730,1
88732,0
88738,1
88740,0
88741,0
88750,0
88752,1
88762,0
88773,0
88777,0
88782,0
88785,1
88788,1
88793,1
88796,0
88798,1
88799,1
88813,1
88814,0
88816,0
88824,0
88825,0
88830,1
88842,0
88844,1
88849,0
88853,1
88860,0
88863,0
88867,0
88877,1
88880,0
88882,0
88895,1
88897,0
88899,1
88900,0
88905,1
88906,1
88907,1
88910,1
88914,1
88922,1
88929,0
88930,1
88933,1
88935,1
88938,0
88946,1
88956,0
88957,0
88963,0
88965,1
88967,1
88968,1
88978,0
88981,0
88986,0
88991,0
88993,1
88996,0
88997,0
89001,0
89004,0
89011,0
89025,1
89032,1
89039,0
89040,0
89047,0
89054,1
89055,0
89061,1
89064,0
89069,0
89070,0
89072,0
89077,0
89078,1
89083,0
89085,0
89090,0
89095,0
89097,0
89098,0
89101,0
89102,1
89103,0
89106,0
89110,1
89118,0
89121,0
89124,0
89125,1
89127,1
89129,0
89132,1
89142,1
89144,1
89145,1
89146,1
89147,1
89152,1
89157,0
89159,1
89163,0
89166,0
89168,0
89176,0
89178,1
89179,0
89185,0
89190,1
89195,1
89198,1
89201,0
89204,1
89205,0
89228,1
89229,0
89238,0
89240,0
89243,1
89244,1
89248,0
89257,0
89261,0
89263,1
89264,1
89267,0
89269,0
89270,1
89271,1
89279,0
89280,1
89286,1
89291,1
89293,0
89295,1
89303,0
89306,1
89310,0
89322,0
89324,0
89325,1
89327,0
89331,0
89337,1
89340,0
89345,0
89346,1
89361,0
89362,1
89365,1
89367,0
89368,0
89373,0
89374,0
89375,1
89376,1
89381,1
89382,0
89392,1
89395,1
89396,1
89398,0
89406,0
89413,1
89414,1
89415,1
89425,0
89431,0
89435,0
89439,0
89441,0
89444,1
89450,0
89453,0
89457,1
89459,1
89462,1
89473,1
89475,0
89478,1
89483,1
89490,1
89494,0
89496,1
89503,1
89512,1
89517,1
89518,0
89527,0
89528,1
89529,1
89530,1
89533,0
89536,0
89539,0
89540,1
89542,1
89547,0
89553,1
89556,1
89566,0
89567,1
89568,1
89572,0
89573,0
89575,1
89578,0
89580,0
89581,1
89582,0
89584,1
89590,1
89594,1
89597,0
89598,1
89600,0
89604,0
89606,0
89607,1
89613,1
89614,1
89621,0
89622,0
89629,1
89639,1
89644,0
89646,0
89650,1
89651,1
89658,1
89659,0
89664,0
89668,0
89669,1
89670,0
89683,1
89684,0
89688,1
89692,1
89693,1
89695,1
89707,0
89711,0
89720,0
89724,0
89735,0
89738,0
89744,0
89746,1
89747,0
89748,1
89749,0
89753,1
89756,0
89759,0
89761,0
89762,1
89763,0
89771,1
89777,1
89779,1
89782,1
89784,1
89785,1
89787,0
89792,0
89798,1
89799,0
89800,0
89801,1
89802,0
89805,0
89807,1
89815,1
89822,0
89824,0
89828,1
89834,0
89835,1
89839,0
89842,0
89844,0
89845,0
89846,0
89852,0
89855,1
89858,1
89861,0
89865,1
89866,1
89875,0
89876,0
89877,0
89880,0
89882,0
89898,0
89900,0
89905,0
89906,0
89912,1
89915,0
89928,0
89929,0
89934,0
89939,1
89943,1
89950,1
89952,0
89954,1
89955,0
89956,0
89961,0
89963,1
89971,0
89976,0
89980,0
89983,0
89984,0
89987,1
89990,1
89991,1
89993,1
89996,1
90002,1
90003,0
90005,0
90006,1
90007,1
90009,1
90011,0
90020,1
90021,0
90023,0
90024,1
90025,1
90027,1
90033,0
90045,1
90048,0
90050,0
90051,0
90055,0
90058,0
90076,0
90079,0
90085,0
90088,0
90092,0
90093,1
90094,0
90100,1
90101,0
90107,1
90112,0
90115,0
90116,0
90117,1
90120,1
90123,1
90124,1
90126,0
90127,1
90128,1
90129,0
90130,1
90131,0
90132,0
90137,0
90141,0
90142,1
90146,0
90151,1
90157,1
90158,1
90169,0
90178,1
90189,0
90191,1
90193,1
90204,1
90206,1
90207,1
90209,0
90210,0
90218,1
90219,0
90220,1
90221,0
90225,1
90230,0
90233,1
90235,1
90243,0
90244,0
90245,0
90246,0
90251,1
90252,0
90258,0
90260,1
90261,1
90263,0
90264,1
90268,1
90274,0
90277,0
90283,1
90291,1
90293,1
90296,0
90306,1
90314,0
90317,0
90323,0
90324,1
90327,0
90331,0
90335,0
90338,0
90341,0
90354,1
90357,0
90366,1
90367,1
90375,1
90379,0
90381,0
90384,1
90398,1
90400,0
90401,0
90405,0
90406,0
90414,0
90415,0
90416,1
90417,0
90421,1
90424,0
90427,0
90428,0
90430,0
90433,1
90435,1
90439,0
90441,0
90446,1
90450,1
90454,1
90460,1
90462,1
90466,1
90471,0
90472,0
90473,0
90480,0
90482,1
90489,1
90492,0
90498,1
90506,0
90507,0
90508,1
90518,0
90522,1
90523,0
90524,0
90525,0
90527,1
90530,1
90532,0
90538,0
90540,0
90544,0
90548,1
90551,0
90557,0
90558,0
90562,1
90563,0
90570,0
90577,0
90580,1
90581,1
90583,0
90586,1
90590,0
90593,1
90597,0
90598,1
90603,1
90607,0
90608,0
90610,1
90619,0
90621,0
90624,0
90629,0
90635,0
90637,0
90638,0
90655,1
90656,1
90660,1
90661,1
90664,0
90671,0
90673,1
90678,0
90683,0
90684,0
90686,1
90695,0
90696,0
90700,1
90707,1
90709,1
90727,0
90731,0
90734,1
90737,1
90741,1
90753,1
90754,0
90761,0
90762,0
90763,1
90766,1
90770,1
90772,0
90777,1
90778,0
90779,1
90781,0
90782,0
90783,1
90784,0
90789,1
90792,1
90794,0
90796,1
90805,0
90809,0
90812,0
90819,0
90820,0
90824,0
90825,0
90829,0
90831,1
90836,0
90837,0
90838,1
90839,0
90844,0
90851,0
90856,0
90860,0
90861,1
90862,0
90863,1
90869,0
90874,1
90876,0
90880,0
90885,0
90900,1
90904,1
90907,0
90913,0
90914,1
90918,0
90923,0
90927,0
90928,0
90929,1
90933,1
90936,1
90940,1
90943,0
90952,0
90953,0
90955,0
90961,1
90964,1
90965,1
90966,1
90969,0
90970,1
90972,0
90974,0
90975,1
90977,1
90999,0
91001,1
91009,1
91021,0
91024,0
91027,0
91030,1
91034,1
91037,1
91039,1
91042,1
91043,0
91050,0
91053,0
91074,0
91077,1
91085,0
91089,0
91094,1
91097,0
91098,0
91106,1
91110,0
91113,1
91115,0
91116,0
91132,1
91135,0
91137,1
91138,1
91151,0
91157,1
91158,1
91161,0
91168,1
91174,0
91175,1
91177,0
91179,0
91182,0
91183,1
91188,1
91190,0
91191,0
91194,0
91195,1
91196,0
91199,0
91205,1
91208,0
91211,0
91213,0
91217,0
91230,1
91233,1
91237,0
91238,0
