91246,1
91248,1
91249,0
91256,1
91257,1
91261,1
91265,1
91266,0
91267,0
91273,1
91277,1
91279,1
91281,0
91282,1
91291,0
91297,1
91307,1
91308,1
91312,0
91314,1
91319,0
91326,0
91327,1
91331,0
91335,0
91346,0
91347,0
91357,0
91365,0
91371,1
91375,1
91377,1
91379,1
91383,1
91385,0
91387,1
91390,1
91397,1
91403,1
91414,0
91417,0
91420,0
91421,0
91423,1
91425,1
91429,0
91434,1
91436,0
91439,0
91442,0
91444,1
91449,0
91454,0
91456,1
91457,0
91462,0
91469,1
91472,1
91485,0
91487,0
91488,1
91490,0
91491,1
91493,0
91496,1
91515,0
91520,0
91528,0
91530,0
91531,0
91546,0
91550,1
91553,0
91559,1
91562,0
91580,1
91581,0
91582,0
91583,0
91591,1
91595,1
91598,1
91599,1
91604,1
91608,0
91610,1
91617,0
91622,1
91624,1
91635,0
91638,1
91639,0
91643,0
91646,1
91648,0
91649,0
91650,0
91656,1
91657,0
91663,0
91666,1
91672,0
91673,0
91676,1
91681,0
91682,0
91683,0
91685,1
91691,0
91692,1
91693,1
91696,1
91700,0
91702,1
91710,0
91712,1
91713,1
91716,0
91717,0
91723,0
91734,0
91736,1
91742,0
